nct_id,adverse_event_term,organ_system,serious,frequency_threshold,assessed_participants,affected_participants,events,event_type,antibody_name,antibody_category,indication,phase,enrollment
NCT39801497,Colitis,Gastrointestinal disorders,Yes,5%,27,1,2,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 2,27
NCT39801497,Hepatitis,Hepatobiliary disorders,Yes,10%,27,1,2,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 2,27
NCT39801497,Hepatitis,Hepatobiliary disorders,Yes,5%,27,1,2,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 2,27
NCT39801497,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,10%,27,2,4,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 2,27
NCT67291114,Colitis,Gastrointestinal disorders,Yes,10%,480,4,6,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 3,480
NCT67291114,Colitis,Gastrointestinal disorders,Yes,5%,480,27,33,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 3,480
NCT67291114,Colitis,Gastrointestinal disorders,Yes,5%,480,5,9,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 3,480
NCT87668614,Colitis,Gastrointestinal disorders,Yes,10%,347,28,33,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 3,347
NCT87668614,Hepatitis,Hepatobiliary disorders,Yes,15%,347,33,34,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 3,347
NCT87668614,Pneumonitis,"Respiratory, thoracic and mediastinal disorders",Yes,5%,347,31,31,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 3,347
NCT25829882,Hepatitis,Hepatobiliary disorders,Yes,10%,530,22,31,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 4,530
NCT25829882,Hepatitis,Hepatobiliary disorders,Yes,15%,530,37,62,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 4,530
NCT25829882,Colitis,Gastrointestinal disorders,Yes,15%,530,48,81,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 4,530
NCT25829882,Hepatitis,Hepatobiliary disorders,Yes,10%,530,15,16,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 4,530
NCT25829882,Colitis,Gastrointestinal disorders,Yes,15%,530,48,86,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 4,530
NCT25829882,Colitis,Gastrointestinal disorders,Yes,5%,530,23,41,Treatment Emergent,Cemiplimab,Anti-PD-1,Lymphoma,Phase 4,530
NCT25829882,Colitis,Gastrointestinal disorders,Yes,15%,530,23,45,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 4,530
NCT25829882,Hepatitis,Hepatobiliary disorders,Yes,10%,530,1,1,All Causality,Cemiplimab,Anti-PD-1,Lymphoma,Phase 4,530
NCT33583694,Fatigue,General disorders and administration site conditions,No,15%,527,29,56,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,527
NCT33583694,Fatigue,General disorders and administration site conditions,No,15%,527,45,65,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,527
NCT33583694,Fatigue,General disorders and administration site conditions,No,10%,527,38,39,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,527
NCT33583694,Fatigue,General disorders and administration site conditions,No,5%,527,24,36,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,527
NCT33583694,Fatigue,General disorders and administration site conditions,No,15%,527,7,10,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,527
NCT33583694,Fatigue,General disorders and administration site conditions,No,5%,527,26,30,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,527
NCT33583694,Fatigue,General disorders and administration site conditions,No,5%,527,1,1,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,527
NCT33583694,Fatigue,General disorders and administration site conditions,No,5%,527,31,55,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,527
NCT46034490,Fatigue,General disorders and administration site conditions,No,15%,784,38,52,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,784
NCT46034490,Fatigue,General disorders and administration site conditions,No,15%,784,30,39,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,784
NCT46034490,Fatigue,General disorders and administration site conditions,No,5%,784,3,6,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,784
NCT46034490,Fatigue,General disorders and administration site conditions,No,15%,784,49,85,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,784
NCT46034490,Fatigue,General disorders and administration site conditions,No,10%,784,4,8,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,784
NCT46034490,Fatigue,General disorders and administration site conditions,No,10%,784,31,33,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,784
NCT46034490,Fatigue,General disorders and administration site conditions,No,15%,784,13,16,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,784
NCT46034490,Fatigue,General disorders and administration site conditions,No,5%,784,43,65,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,784
NCT46034490,Fatigue,General disorders and administration site conditions,No,15%,784,33,56,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,784
NCT46034490,Fatigue,General disorders and administration site conditions,No,5%,784,6,9,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,784
NCT66716385,Fatigue,General disorders and administration site conditions,No,5%,259,5,5,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,259
NCT66716385,Fatigue,General disorders and administration site conditions,No,10%,259,22,25,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,259
NCT66716385,Fatigue,General disorders and administration site conditions,No,10%,259,2,3,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,259
NCT66716385,Fatigue,General disorders and administration site conditions,No,15%,259,10,18,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,259
NCT66716385,Fatigue,General disorders and administration site conditions,No,15%,259,8,10,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,259
NCT66716385,Fatigue,General disorders and administration site conditions,No,5%,259,10,19,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 1,259
NCT65899919,Fatigue,General disorders and administration site conditions,No,15%,420,7,10,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,420
NCT65899919,Fatigue,General disorders and administration site conditions,No,5%,420,33,36,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,420
NCT65899919,Fatigue,General disorders and administration site conditions,No,5%,420,19,32,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,420
NCT65899919,Fatigue,General disorders and administration site conditions,No,5%,420,40,63,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,420
NCT65899919,Fatigue,General disorders and administration site conditions,No,5%,420,26,47,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,420
NCT65899919,Fatigue,General disorders and administration site conditions,No,5%,420,12,24,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,420
NCT65899919,Fatigue,General disorders and administration site conditions,No,5%,420,14,20,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,420
NCT65899919,Fatigue,General disorders and administration site conditions,No,15%,420,36,55,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,420
NCT65899919,Fatigue,General disorders and administration site conditions,No,10%,420,7,14,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,420
NCT65899919,Fatigue,General disorders and administration site conditions,No,5%,420,36,68,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,420
NCT65899919,Fatigue,General disorders and administration site conditions,No,5%,420,26,33,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,420
NCT65899919,Fatigue,General disorders and administration site conditions,No,5%,420,29,53,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,420
NCT80575300,Fatigue,General disorders and administration site conditions,No,10%,426,12,20,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,426
NCT80575300,Fatigue,General disorders and administration site conditions,No,15%,426,31,35,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,426
NCT80575300,Fatigue,General disorders and administration site conditions,No,15%,426,39,48,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,426
NCT80575300,Fatigue,General disorders and administration site conditions,No,5%,426,11,18,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,426
NCT80575300,Fatigue,General disorders and administration site conditions,No,5%,426,26,51,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,426
NCT80575300,Fatigue,General disorders and administration site conditions,No,5%,426,22,40,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,426
NCT80575300,Fatigue,General disorders and administration site conditions,No,10%,426,40,79,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,426
NCT80575300,Fatigue,General disorders and administration site conditions,No,10%,426,8,14,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,426
NCT80575300,Fatigue,General disorders and administration site conditions,No,5%,426,10,12,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,426
NCT80575300,Fatigue,General disorders and administration site conditions,No,15%,426,30,55,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,426
NCT80575300,Fatigue,General disorders and administration site conditions,No,15%,426,14,28,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,426
NCT80575300,Fatigue,General disorders and administration site conditions,No,10%,426,19,31,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,426
NCT80575300,Fatigue,General disorders and administration site conditions,No,10%,426,15,30,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,426
NCT80575300,Fatigue,General disorders and administration site conditions,No,10%,426,25,49,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,426
NCT80575300,Fatigue,General disorders and administration site conditions,No,5%,426,2,3,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 2,426
NCT75681869,Fatigue,General disorders and administration site conditions,No,5%,552,47,69,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 3,552
NCT75681869,Fatigue,General disorders and administration site conditions,No,5%,552,14,22,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 3,552
NCT75681869,Fatigue,General disorders and administration site conditions,No,10%,552,43,74,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 3,552
NCT75681869,Fatigue,General disorders and administration site conditions,No,15%,552,42,54,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 3,552
NCT75681869,Fatigue,General disorders and administration site conditions,No,15%,552,29,42,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 3,552
NCT75681869,Fatigue,General disorders and administration site conditions,No,5%,552,36,41,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 3,552
NCT75681869,Fatigue,General disorders and administration site conditions,No,5%,552,40,79,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 3,552
NCT75681869,Fatigue,General disorders and administration site conditions,No,10%,552,30,30,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 3,552
NCT75681869,Fatigue,General disorders and administration site conditions,No,10%,552,21,34,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 3,552
NCT75681869,Fatigue,General disorders and administration site conditions,No,10%,552,11,22,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 3,552
NCT75681869,Fatigue,General disorders and administration site conditions,No,5%,552,22,30,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 3,552
NCT75681869,Fatigue,General disorders and administration site conditions,No,15%,552,39,67,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 3,552
NCT75681869,Fatigue,General disorders and administration site conditions,No,5%,552,18,23,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 3,552
NCT75681869,Fatigue,General disorders and administration site conditions,No,5%,552,18,21,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 3,552
NCT75681869,Fatigue,General disorders and administration site conditions,No,15%,552,27,27,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 3,552
NCT96504389,Fatigue,General disorders and administration site conditions,No,5%,541,8,14,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 4,541
NCT96504389,Fatigue,General disorders and administration site conditions,No,5%,541,18,25,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 4,541
NCT96504389,Fatigue,General disorders and administration site conditions,No,5%,541,17,33,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 4,541
NCT96504389,Fatigue,General disorders and administration site conditions,No,15%,541,47,79,Treatment Emergent,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 4,541
NCT96504389,Fatigue,General disorders and administration site conditions,No,10%,541,11,19,All Causality,Atezolizumab,Anti-PD-L1,Lung Cancer,Phase 4,541
NCT46042865,Fatigue,General disorders and administration site conditions,No,15%,372,8,10,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,372
NCT46042865,Fatigue,General disorders and administration site conditions,No,15%,372,17,23,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,372
NCT46042865,Fatigue,General disorders and administration site conditions,No,5%,372,9,17,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,372
NCT46042865,Fatigue,General disorders and administration site conditions,No,10%,372,27,48,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,372
NCT46042865,Fatigue,General disorders and administration site conditions,No,5%,372,27,34,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,372
NCT46042865,Fatigue,General disorders and administration site conditions,No,10%,372,27,34,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,372
NCT46042865,Fatigue,General disorders and administration site conditions,No,10%,372,6,12,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,372
NCT46042865,Fatigue,General disorders and administration site conditions,No,15%,372,27,39,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,372
NCT46042865,Fatigue,General disorders and administration site conditions,No,5%,372,2,3,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,372
NCT46042865,Fatigue,General disorders and administration site conditions,No,5%,372,22,31,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,372
NCT46042865,Fatigue,General disorders and administration site conditions,No,15%,372,26,39,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,372
NCT46042865,Fatigue,General disorders and administration site conditions,No,15%,372,17,23,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,372
NCT46042865,Fatigue,General disorders and administration site conditions,No,10%,372,25,26,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,372
NCT46042865,Fatigue,General disorders and administration site conditions,No,5%,372,23,43,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,372
NCT46042865,Fatigue,General disorders and administration site conditions,No,10%,372,14,23,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,372
NCT64054453,Fatigue,General disorders and administration site conditions,No,10%,379,10,19,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,379
NCT64054453,Fatigue,General disorders and administration site conditions,No,15%,379,12,24,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,379
NCT64054453,Fatigue,General disorders and administration site conditions,No,15%,379,20,31,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,379
NCT64054453,Fatigue,General disorders and administration site conditions,No,5%,379,20,22,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,379
NCT64054453,Fatigue,General disorders and administration site conditions,No,5%,379,9,12,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,379
NCT64054453,Fatigue,General disorders and administration site conditions,No,10%,379,24,48,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,379
NCT99658277,Fatigue,General disorders and administration site conditions,No,5%,502,11,21,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,502
NCT99658277,Fatigue,General disorders and administration site conditions,No,10%,502,5,7,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,502
NCT99658277,Fatigue,General disorders and administration site conditions,No,15%,502,31,35,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,502
NCT99658277,Fatigue,General disorders and administration site conditions,No,5%,502,20,39,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,502
NCT99658277,Fatigue,General disorders and administration site conditions,No,15%,502,32,35,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,502
NCT99658277,Fatigue,General disorders and administration site conditions,No,15%,502,2,2,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,502
NCT99658277,Fatigue,General disorders and administration site conditions,No,15%,502,10,16,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,502
NCT99658277,Fatigue,General disorders and administration site conditions,No,15%,502,33,54,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 1,502
NCT88131226,Fatigue,General disorders and administration site conditions,No,10%,913,5,8,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,913
NCT88131226,Fatigue,General disorders and administration site conditions,No,10%,913,37,54,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,913
NCT88131226,Fatigue,General disorders and administration site conditions,No,15%,913,28,46,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,913
NCT88131226,Fatigue,General disorders and administration site conditions,No,5%,913,29,34,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,913
NCT88131226,Fatigue,General disorders and administration site conditions,No,5%,913,7,8,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,913
NCT88131226,Fatigue,General disorders and administration site conditions,No,15%,913,32,51,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,913
NCT88131226,Fatigue,General disorders and administration site conditions,No,10%,913,32,37,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,913
NCT88131226,Fatigue,General disorders and administration site conditions,No,15%,913,17,20,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,913
NCT88131226,Fatigue,General disorders and administration site conditions,No,10%,913,31,46,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,913
NCT88131226,Fatigue,General disorders and administration site conditions,No,5%,913,40,58,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,913
NCT88131226,Fatigue,General disorders and administration site conditions,No,15%,913,28,56,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,913
NCT56751684,Fatigue,General disorders and administration site conditions,No,5%,117,6,12,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,117
NCT56751684,Fatigue,General disorders and administration site conditions,No,10%,117,5,5,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,117
NCT56751684,Fatigue,General disorders and administration site conditions,No,5%,117,2,2,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,117
NCT56751684,Fatigue,General disorders and administration site conditions,No,10%,117,11,12,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,117
NCT56751684,Fatigue,General disorders and administration site conditions,No,5%,117,9,17,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,117
NCT56751684,Fatigue,General disorders and administration site conditions,No,15%,117,1,1,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,117
NCT56751684,Fatigue,General disorders and administration site conditions,No,5%,117,3,4,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,117
NCT56751684,Fatigue,General disorders and administration site conditions,No,10%,117,4,6,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,117
NCT56751684,Fatigue,General disorders and administration site conditions,No,5%,117,1,1,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,117
NCT56751684,Fatigue,General disorders and administration site conditions,No,5%,117,7,7,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,117
NCT91343847,Fatigue,General disorders and administration site conditions,No,15%,85,2,3,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,85
NCT91343847,Fatigue,General disorders and administration site conditions,No,15%,85,4,7,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,85
NCT91343847,Fatigue,General disorders and administration site conditions,No,5%,85,3,5,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,85
NCT91343847,Fatigue,General disorders and administration site conditions,No,5%,85,3,6,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,85
NCT91343847,Fatigue,General disorders and administration site conditions,No,15%,85,7,14,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,85
NCT91343847,Fatigue,General disorders and administration site conditions,No,15%,85,5,7,Treatment Emergent,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,85
NCT91343847,Fatigue,General disorders and administration site conditions,No,5%,85,1,2,All Causality,Atezolizumab,Anti-PD-L1,Bladder Cancer,Phase 2,85
