nct_id,antibody_name,antibody_category,indication,phase,enrollment,adverse_event_term,organ_system,serious,severity,assessed_participants,affected_participants,events,fraction_affected_%,is_failed_candidate,failure_reason,dose_mg_m2,duration_days,reversible,manageable,management_strategy,time_to_onset_days,resolution_days
NCT49918927,Ramucirumab,Anti-VEGF,Non-Hodgkin Lymphoma,Phase 3,187,Arthralgia,Respiratory disorders,No,Mild,187,39,41,20.86,No,,18,49,No,No,Discontinuation,11,23
NCT47044805,Ramucirumab,Anti-VEGF,Colorectal Cancer,Phase 4,395,Hypothyroidism,Skin disorders,No,Mild,395,68,69,17.22,No,,5,175,Yes,No,Treatment interruption,16,42
NCT21805943,Ramucirumab,Anti-VEGF,Multiple Sclerosis,Phase 3,184,Thrombocytopenia,General disorders,No,Mild,184,52,53,28.26,No,,15,286,Yes,Yes,Discontinuation,16,60
NCT22572437,Ramucirumab,Anti-VEGF,Rheumatoid Arthritis,Phase 3,124,Hepatotoxicity,Skin disorders,No,Moderate,124,23,25,18.55,No,,20,43,No,No,Dose reduction,29,44
NCT22887864,Cetuximab,Anti-EGFR,Breast Cancer,Phase 3,359,Rash,Skin disorders,No,Mild,359,46,46,12.81,No,,2,262,No,No,Supportive care,22,79
NCT38053835,Cetuximab,Anti-EGFR,Melanoma,Phase 3,460,Hypothyroidism,Endocrine disorders,No,Severe,460,85,88,18.48,No,,4,267,Yes,Yes,Supportive care,26,50
NCT36594397,Cetuximab,Anti-EGFR,Rheumatoid Arthritis,Phase 2,397,Thrombocytopenia,Hepatobiliary disorders,No,Mild,397,70,71,17.63,No,,20,358,Yes,No,Supportive care,24,23
NCT70714289,Cetuximab,Anti-EGFR,Multiple Sclerosis,Phase 3,414,Arthralgia,Musculoskeletal disorders,Yes,Mild,414,42,45,10.14,No,,14,295,No,No,Treatment interruption,22,5
NCT68214106,Cetuximab,Anti-EGFR,Breast Cancer,Phase 2,260,Neutropenia,Skin disorders,Yes,Mild,260,64,69,24.62,No,,20,187,Yes,No,Supportive care,30,48
NCT21300996,Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,81,Diarrhea,Blood disorders,No,Mild,81,2,7,2.47,No,,1,115,Yes,No,Supportive care,17,1
NCT18244790,Cetuximab,Anti-EGFR,Melanoma,Phase 1,410,Arthralgia,Cardiac disorders,Yes,Moderate,410,36,39,8.78,Yes,Competition,3,184,No,Yes,Treatment interruption,21,39
NCT45160354,Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 4,416,Colitis,Blood disorders,Yes,Mild,416,32,35,7.69,No,,4,299,Yes,No,Discontinuation,4,39
NCT40516801,Cetuximab,Anti-EGFR,Multiple Myeloma,Phase 1,20,Pneumonitis,Skin disorders,No,Severe,20,5,5,25.0,Yes,Lack of efficacy,14,92,No,No,Dose reduction,28,10
NCT39795610,Cetuximab,Anti-EGFR,Multiple Myeloma,Phase 4,65,Colitis,Respiratory disorders,No,Moderate,65,8,11,12.31,Yes,Competition,1,295,Yes,Yes,Treatment interruption,2,74
NCT37317036,Cetuximab,Anti-EGFR,Multiple Myeloma,Phase 3,303,Hyperthyroidism,Hepatobiliary disorders,No,Mild,303,2,4,0.66,No,,17,112,No,Yes,Discontinuation,2,4
NCT41340608,Cetuximab,Anti-EGFR,Lung Cancer,Phase 3,481,Pneumonitis,Endocrine disorders,No,Mild,481,92,92,19.13,Yes,Regulatory issues,6,229,Yes,No,Dose reduction,17,26
NCT95823121,Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 4,270,Cardiotoxicity,Blood disorders,No,Mild,270,27,32,10.0,No,,17,251,Yes,Yes,Dose reduction,2,6
NCT39711297,Cetuximab,Anti-EGFR,Multiple Myeloma,Phase 4,435,Hyperthyroidism,Skin disorders,No,Severe,435,72,73,16.55,Yes,Safety concerns,5,170,Yes,Yes,Treatment interruption,17,1
NCT98913486,Cetuximab,Anti-EGFR,Melanoma,Phase 4,269,Thrombocytopenia,Endocrine disorders,No,Mild,269,55,56,20.45,No,,2,254,Yes,Yes,Discontinuation,9,23
NCT11357110,Cetuximab,Anti-EGFR,Breast Cancer,Phase 4,262,Hyperthyroidism,Blood disorders,No,Severe,262,66,67,25.19,No,,6,338,No,Yes,Treatment interruption,16,65
NCT48137078,Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 4,186,Colitis,Cardiac disorders,No,Severe,186,14,14,7.53,No,,17,241,Yes,No,Treatment interruption,20,2
NCT79149176,Cetuximab,Anti-EGFR,Breast Cancer,Phase 2,199,Arthralgia,Cardiac disorders,No,Moderate,199,31,33,15.58,No,,10,184,Yes,No,Discontinuation,22,86
NCT75916486,Cetuximab,Anti-EGFR,Multiple Sclerosis,Phase 4,68,Hyperthyroidism,General disorders,No,Severe,68,7,11,10.29,No,,18,361,Yes,Yes,Treatment interruption,4,42
NCT29074408,Cetuximab,Anti-EGFR,Lung Cancer,Phase 3,200,Infusion-related reaction,General disorders,Yes,Severe,200,2,7,1.0,Yes,Regulatory issues,7,65,No,No,Discontinuation,17,65
NCT27516768,Cetuximab,Anti-EGFR,Multiple Sclerosis,Phase 2,325,Hypothyroidism,General disorders,No,Moderate,325,95,96,29.23,No,,1,317,No,No,Dose reduction,8,44
NCT96944005,Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,308,Fatigue,Musculoskeletal disorders,No,Mild,308,69,73,22.4,No,,15,308,No,No,Treatment interruption,15,65
NCT51814448,Cetuximab,Anti-EGFR,Rheumatoid Arthritis,Phase 3,445,Rash,Cardiac disorders,No,Severe,445,44,48,9.89,No,,8,51,No,Yes,Treatment interruption,30,50
NCT33232693,Cetuximab,Anti-EGFR,Multiple Sclerosis,Phase 2,43,Fatigue,Hepatobiliary disorders,No,Mild,43,1,5,2.33,No,,6,143,No,No,Dose reduction,16,41
NCT40752278,Cetuximab,Anti-EGFR,Non-Hodgkin Lymphoma,Phase 2,188,Thrombocytopenia,Respiratory disorders,No,Mild,188,6,7,3.19,No,,19,88,No,No,Treatment interruption,5,24
NCT93862654,Cetuximab,Anti-EGFR,Melanoma,Phase 4,455,Neutropenia,Endocrine disorders,No,Severe,455,104,109,22.86,Yes,Safety concerns,8,219,Yes,No,Dose reduction,30,55
NCT34893333,Cetuximab,Anti-EGFR,Multiple Sclerosis,Phase 3,54,Neutropenia,Respiratory disorders,No,Moderate,54,8,9,14.81,No,,16,220,No,No,Dose reduction,30,1
NCT59197311,Cetuximab,Anti-EGFR,Melanoma,Phase 2,327,Thrombocytopenia,General disorders,No,Severe,327,83,88,25.38,Yes,Regulatory issues,16,207,Yes,Yes,Supportive care,14,50
NCT61496622,Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 4,224,Fatigue,Respiratory disorders,No,Mild,224,2,4,0.89,No,,3,186,Yes,No,Supportive care,6,39
NCT28935603,Cetuximab,Anti-EGFR,Rheumatoid Arthritis,Phase 2,166,Colitis,General disorders,No,Mild,166,11,13,6.63,No,,12,92,No,No,Treatment interruption,11,19
NCT63074247,Cetuximab,Anti-EGFR,Multiple Myeloma,Phase 2,182,Nausea,Respiratory disorders,No,Mild,182,32,32,17.58,No,,1,121,Yes,Yes,Treatment interruption,16,81
NCT57274319,Cetuximab,Anti-EGFR,Multiple Sclerosis,Phase 3,50,Anemia,Blood disorders,Yes,Severe,50,4,7,8.0,Yes,Lack of efficacy,5,107,Yes,No,Discontinuation,4,3
NCT73234363,Cetuximab,Anti-EGFR,Melanoma,Phase 1,284,Fatigue,Cardiac disorders,Yes,Mild,284,31,34,10.92,No,,8,234,No,Yes,Discontinuation,16,65
NCT93365684,Cetuximab,Anti-EGFR,Melanoma,Phase 3,495,Hyperthyroidism,Cardiac disorders,No,Mild,495,42,42,8.48,No,,11,69,Yes,No,Discontinuation,23,21
NCT44212196,Cetuximab,Anti-EGFR,Breast Cancer,Phase 4,21,Diarrhea,Endocrine disorders,No,Mild,21,1,3,4.76,No,,3,220,No,Yes,Discontinuation,30,86
NCT55690489,Cetuximab,Anti-EGFR,Multiple Sclerosis,Phase 1,196,Anemia,Endocrine disorders,No,Mild,196,46,46,23.47,No,,1,244,Yes,No,Treatment interruption,19,34
NCT53681919,Cetuximab,Anti-EGFR,Melanoma,Phase 2,389,Anemia,Cardiac disorders,No,Severe,389,51,52,13.11,Yes,Competition,4,253,Yes,Yes,Treatment interruption,21,72
NCT26990102,Cetuximab,Anti-EGFR,Non-Hodgkin Lymphoma,Phase 4,136,Neutropenia,Endocrine disorders,No,Mild,136,3,7,2.21,No,,18,331,No,No,Dose reduction,6,29
NCT68940665,Cetuximab,Anti-EGFR,Melanoma,Phase 3,330,Rash,Endocrine disorders,Yes,Mild,330,14,19,4.24,No,,2,205,No,No,Discontinuation,11,86
NCT44968745,Cetuximab,Anti-EGFR,Breast Cancer,Phase 3,127,Neutropenia,Hepatobiliary disorders,No,Mild,127,29,29,22.83,No,,20,76,Yes,Yes,Treatment interruption,7,43
NCT18661647,Cetuximab,Anti-EGFR,Multiple Myeloma,Phase 2,123,Anemia,Gastrointestinal disorders,No,Mild,123,20,24,16.26,No,,19,215,No,Yes,Discontinuation,28,67
NCT59279718,Cetuximab,Anti-EGFR,Lung Cancer,Phase 2,378,Hepatotoxicity,Respiratory disorders,Yes,Mild,378,61,65,16.14,No,,12,124,Yes,No,Supportive care,9,65
NCT91540163,Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,230,Infusion-related reaction,Respiratory disorders,No,Severe,230,20,25,8.7,Yes,Regulatory issues,17,115,Yes,Yes,Discontinuation,11,22
NCT84484461,Cetuximab,Anti-EGFR,Multiple Sclerosis,Phase 3,233,Fatigue,Skin disorders,No,Mild,233,38,42,16.31,No,,4,353,Yes,No,Supportive care,20,49
NCT78994744,Cetuximab,Anti-EGFR,Multiple Sclerosis,Phase 2,121,Arthralgia,Blood disorders,No,Mild,121,19,24,15.7,No,,12,331,Yes,No,Discontinuation,30,66
NCT42508285,Cetuximab,Anti-EGFR,Melanoma,Phase 1,435,Rash,Skin disorders,No,Severe,435,48,51,11.03,No,,19,139,No,No,Supportive care,19,35
NCT80478764,Cetuximab,Anti-EGFR,Multiple Myeloma,Phase 3,360,Fatigue,Blood disorders,No,Mild,360,51,54,14.17,No,,18,111,Yes,Yes,Discontinuation,20,62
NCT74357501,Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 4,57,Hypothyroidism,Endocrine disorders,No,Mild,57,5,5,8.77,No,,16,102,No,Yes,Dose reduction,9,85
NCT95661567,Cetuximab,Anti-EGFR,Multiple Sclerosis,Phase 3,369,Pneumonitis,Musculoskeletal disorders,No,Mild,369,62,65,16.8,No,,15,304,Yes,No,Dose reduction,5,51
NCT93479490,Cetuximab,Anti-EGFR,Rheumatoid Arthritis,Phase 3,262,Nausea,Skin disorders,No,Mild,262,11,12,4.2,No,,7,148,No,Yes,Discontinuation,19,11
NCT65594786,Cetuximab,Anti-EGFR,Lung Cancer,Phase 2,145,Hepatotoxicity,Endocrine disorders,No,Severe,145,26,26,17.93,No,,4,330,Yes,Yes,Supportive care,21,21
NCT98151280,Cetuximab,Anti-EGFR,Non-Hodgkin Lymphoma,Phase 4,124,Hyperthyroidism,Gastrointestinal disorders,No,Moderate,124,3,8,2.42,Yes,Regulatory issues,18,109,No,No,Discontinuation,6,14
NCT93070268,Cetuximab,Anti-EGFR,Breast Cancer,Phase 3,264,Fatigue,General disorders,No,Mild,264,16,21,6.06,No,,4,338,No,No,Dose reduction,26,50
NCT59972498,Cetuximab,Anti-EGFR,Rheumatoid Arthritis,Phase 2,167,Nausea,Gastrointestinal disorders,Yes,Severe,167,25,27,14.97,Yes,Competition,1,350,No,No,Discontinuation,5,74
NCT23932670,Cetuximab,Anti-EGFR,Rheumatoid Arthritis,Phase 1,307,Anemia,Gastrointestinal disorders,Yes,Moderate,307,33,37,10.75,No,,1,42,Yes,Yes,Supportive care,6,15
NCT42726965,Cetuximab,Anti-EGFR,Breast Cancer,Phase 3,205,Pneumonitis,Respiratory disorders,Yes,Moderate,205,47,49,22.93,No,,2,296,No,No,Supportive care,2,8
NCT74933941,Cetuximab,Anti-EGFR,Colorectal Cancer,Phase 1,126,Thrombocytopenia,Musculoskeletal disorders,No,Moderate,126,23,23,18.25,No,,12,75,Yes,Yes,Treatment interruption,11,76
NCT91128655,Cetuximab,Anti-EGFR,Multiple Sclerosis,Phase 4,198,Rash,Hepatobiliary disorders,No,Severe,198,25,25,12.63,Yes,Safety concerns,14,261,No,Yes,Treatment interruption,7,81
NCT25065746,Cetuximab,Anti-EGFR,Multiple Sclerosis,Phase 2,402,Fatigue,Cardiac disorders,No,Mild,402,34,38,8.46,No,,16,296,Yes,No,Dose reduction,26,77
NCT80948745,Cetuximab,Anti-EGFR,Melanoma,Phase 1,27,Diarrhea,Cardiac disorders,No,Severe,27,5,7,18.52,No,,8,225,No,Yes,Dose reduction,15,63
NCT80834781,Panitumumab,Anti-EGFR,Non-Hodgkin Lymphoma,Phase 4,145,Colitis,Hepatobiliary disorders,Yes,Severe,145,30,34,20.69,Yes,Regulatory issues,19,208,No,No,Discontinuation,23,45
NCT81299662,Panitumumab,Anti-EGFR,Melanoma,Phase 4,302,Thrombocytopenia,Endocrine disorders,Yes,Moderate,302,86,89,28.48,No,,20,31,No,Yes,Supportive care,16,20
NCT12490058,Panitumumab,Anti-EGFR,Non-Hodgkin Lymphoma,Phase 1,246,Hyperthyroidism,Endocrine disorders,No,Mild,246,58,61,23.58,No,,4,352,No,No,Discontinuation,10,86
NCT80709414,Panitumumab,Anti-EGFR,Breast Cancer,Phase 3,280,Nausea,Skin disorders,No,Mild,280,34,38,12.14,No,,18,326,Yes,No,Dose reduction,8,62
NCT15729526,Panitumumab,Anti-EGFR,Breast Cancer,Phase 4,193,Hyperthyroidism,Endocrine disorders,No,Mild,193,28,33,14.51,No,,1,304,Yes,Yes,Discontinuation,9,4
NCT81718000,Panitumumab,Anti-EGFR,Multiple Myeloma,Phase 2,388,Rash,Skin disorders,No,Moderate,388,64,67,16.49,No,,10,276,No,No,Supportive care,27,48
NCT91339031,Panitumumab,Anti-EGFR,Multiple Sclerosis,Phase 3,466,Rash,Hepatobiliary disorders,Yes,Severe,466,47,47,10.09,No,,4,344,No,No,Treatment interruption,28,66
NCT63297102,Panitumumab,Anti-EGFR,Non-Hodgkin Lymphoma,Phase 4,153,Neutropenia,Endocrine disorders,Yes,Severe,153,6,11,3.92,Yes,Regulatory issues,1,108,Yes,No,Treatment interruption,17,81
NCT36483307,Panitumumab,Anti-EGFR,Rheumatoid Arthritis,Phase 4,473,Thrombocytopenia,Gastrointestinal disorders,Yes,Moderate,473,6,6,1.27,No,,13,332,Yes,No,Dose reduction,19,66
NCT13689630,Panitumumab,Anti-EGFR,Multiple Sclerosis,Phase 2,58,Anemia,Skin disorders,No,Moderate,58,4,4,6.9,No,,8,292,Yes,No,Dose reduction,13,8
NCT57817025,Panitumumab,Anti-EGFR,Non-Hodgkin Lymphoma,Phase 4,404,Fatigue,Blood disorders,No,Moderate,404,119,124,29.46,Yes,Regulatory issues,6,111,Yes,Yes,Discontinuation,5,50
NCT42602431,Panitumumab,Anti-EGFR,Multiple Sclerosis,Phase 1,325,Thrombocytopenia,General disorders,No,Moderate,325,25,26,7.69,No,,4,117,No,No,Dose reduction,2,56
NCT90378961,Panitumumab,Anti-EGFR,Multiple Sclerosis,Phase 2,254,Hyperthyroidism,Respiratory disorders,No,Mild,254,39,39,15.35,No,,2,82,No,Yes,Supportive care,11,63
NCT78158099,Panitumumab,Anti-EGFR,Rheumatoid Arthritis,Phase 1,323,Infusion-related reaction,Respiratory disorders,Yes,Mild,323,63,68,19.5,No,,7,331,No,No,Discontinuation,29,10
NCT95103353,Panitumumab,Anti-EGFR,Colorectal Cancer,Phase 3,56,Anemia,Gastrointestinal disorders,No,Mild,56,7,7,12.5,No,,9,342,Yes,Yes,Discontinuation,22,75
NCT88811180,Panitumumab,Anti-EGFR,Lung Cancer,Phase 2,229,Nausea,General disorders,Yes,Moderate,229,12,15,5.24,Yes,Competition,1,197,No,No,Treatment interruption,29,77
NCT15060882,Panitumumab,Anti-EGFR,Rheumatoid Arthritis,Phase 3,264,Hyperthyroidism,Skin disorders,No,Mild,264,69,74,26.14,No,,1,154,No,No,Discontinuation,6,20
NCT20615070,Panitumumab,Anti-EGFR,Colorectal Cancer,Phase 1,362,Arthralgia,Cardiac disorders,Yes,Severe,362,3,3,0.83,Yes,Competition,19,250,Yes,No,Treatment interruption,3,77
NCT78425567,Panitumumab,Anti-EGFR,Colorectal Cancer,Phase 3,29,Rash,General disorders,No,Mild,29,3,5,10.34,No,,13,263,No,No,Discontinuation,12,81
NCT94487207,Panitumumab,Anti-EGFR,Multiple Sclerosis,Phase 2,58,Thrombocytopenia,Blood disorders,No,Moderate,58,16,16,27.59,No,,13,218,No,Yes,Dose reduction,27,12
NCT22804919,Panitumumab,Anti-EGFR,Rheumatoid Arthritis,Phase 4,349,Nausea,Hepatobiliary disorders,No,Moderate,349,71,72,20.34,Yes,Competition,13,228,No,Yes,Supportive care,12,29
NCT21177264,Panitumumab,Anti-EGFR,Non-Hodgkin Lymphoma,Phase 2,260,Hepatotoxicity,Musculoskeletal disorders,Yes,Moderate,260,10,11,3.85,No,,13,162,No,No,Supportive care,30,55
NCT70255504,Panitumumab,Anti-EGFR,Melanoma,Phase 4,59,Hepatotoxicity,Skin disorders,Yes,Severe,59,4,4,6.78,No,,17,223,Yes,Yes,Treatment interruption,13,44
NCT97292232,Panitumumab,Anti-EGFR,Colorectal Cancer,Phase 4,302,Colitis,Cardiac disorders,No,Mild,302,3,4,0.99,No,,19,137,No,Yes,Discontinuation,14,35
NCT45415647,Panitumumab,Anti-EGFR,Lung Cancer,Phase 4,100,Colitis,Endocrine disorders,No,Moderate,100,6,9,6.0,No,,11,347,Yes,Yes,Discontinuation,11,15
NCT52598785,Panitumumab,Anti-EGFR,Multiple Myeloma,Phase 2,46,Fatigue,Blood disorders,No,Severe,46,4,5,8.7,No,,14,185,No,No,Dose reduction,13,33
NCT14639575,Panitumumab,Anti-EGFR,Rheumatoid Arthritis,Phase 3,186,Rash,Skin disorders,Yes,Moderate,186,1,3,0.54,Yes,Competition,17,173,Yes,No,Discontinuation,15,75
NCT39450814,Panitumumab,Anti-EGFR,Colorectal Cancer,Phase 4,296,Colitis,Hepatobiliary disorders,No,Mild,296,49,52,16.55,No,,10,65,Yes,No,Treatment interruption,20,62
NCT48459725,Panitumumab,Anti-EGFR,Breast Cancer,Phase 1,299,Rash,Blood disorders,No,Mild,299,39,42,13.04,No,,4,280,Yes,Yes,Treatment interruption,27,63
NCT29537098,Panitumumab,Anti-EGFR,Lung Cancer,Phase 3,122,Fatigue,Cardiac disorders,No,Mild,122,15,16,12.3,No,,7,238,No,No,Discontinuation,3,31
NCT40067201,Panitumumab,Anti-EGFR,Melanoma,Phase 2,124,Colitis,Gastrointestinal disorders,No,Mild,124,13,17,10.48,No,,12,235,No,No,Discontinuation,7,31
NCT34673168,Panitumumab,Anti-EGFR,Colorectal Cancer,Phase 4,478,Arthralgia,Hepatobiliary disorders,No,Mild,478,21,26,4.39,No,,5,118,No,No,Dose reduction,5,7
NCT37760051,Panitumumab,Anti-EGFR,Melanoma,Phase 4,276,Cardiotoxicity,Cardiac disorders,Yes,Mild,276,70,74,25.36,No,,10,311,No,No,Treatment interruption,6,14
NCT50003865,Panitumumab,Anti-EGFR,Breast Cancer,Phase 1,216,Colitis,Hepatobiliary disorders,No,Moderate,216,25,25,11.57,No,,5,334,Yes,Yes,Dose reduction,19,20
NCT24606994,Panitumumab,Anti-EGFR,Melanoma,Phase 4,264,Neutropenia,Cardiac disorders,No,Mild,264,50,52,18.94,No,,3,74,No,Yes,Supportive care,9,89
NCT51813752,Panitumumab,Anti-EGFR,Multiple Sclerosis,Phase 1,134,Diarrhea,Respiratory disorders,No,Mild,134,21,26,15.67,No,,18,119,No,No,Discontinuation,11,33
NCT58713318,Panitumumab,Anti-EGFR,Breast Cancer,Phase 4,152,Diarrhea,Respiratory disorders,No,Mild,152,38,39,25.0,No,,7,281,Yes,No,Supportive care,22,75
NCT26663116,Panitumumab,Anti-EGFR,Melanoma,Phase 1,49,Infusion-related reaction,Blood disorders,Yes,Moderate,49,13,17,26.53,Yes,Lack of efficacy,10,220,No,Yes,Treatment interruption,15,2
NCT87694114,Panitumumab,Anti-EGFR,Multiple Sclerosis,Phase 2,194,Colitis,Blood disorders,Yes,Mild,194,12,13,6.19,No,,8,53,No,No,Discontinuation,23,22
NCT64352537,Panitumumab,Anti-EGFR,Colorectal Cancer,Phase 4,442,Rash,General disorders,No,Mild,442,70,72,15.84,No,,12,48,No,Yes,Dose reduction,30,42
NCT93977893,Panitumumab,Anti-EGFR,Melanoma,Phase 3,471,Hypothyroidism,Cardiac disorders,No,Mild,471,76,78,16.14,No,,20,153,Yes,Yes,Dose reduction,18,54
NCT83011059,Panitumumab,Anti-EGFR,Non-Hodgkin Lymphoma,Phase 4,364,Thrombocytopenia,Endocrine disorders,No,Mild,364,51,56,14.01,No,,4,134,No,Yes,Treatment interruption,22,65
NCT93830331,Panitumumab,Anti-EGFR,Non-Hodgkin Lymphoma,Phase 1,394,Colitis,General disorders,No,Severe,394,96,99,24.37,No,,20,267,Yes,Yes,Treatment interruption,19,85
NCT90686438,Panitumumab,Anti-EGFR,Melanoma,Phase 1,27,Hypothyroidism,Blood disorders,Yes,Moderate,27,8,11,29.63,Yes,Regulatory issues,10,258,No,No,Treatment interruption,22,25
NCT22618435,Panitumumab,Anti-EGFR,Lung Cancer,Phase 2,296,Hyperthyroidism,Endocrine disorders,No,Severe,296,10,11,3.38,Yes,Lack of efficacy,8,39,Yes,Yes,Supportive care,17,31
NCT67800935,Panitumumab,Anti-EGFR,Melanoma,Phase 4,134,Thrombocytopenia,Endocrine disorders,No,Moderate,134,13,17,9.7,No,,10,155,Yes,No,Supportive care,16,63
NCT73831442,Panitumumab,Anti-EGFR,Breast Cancer,Phase 3,345,Diarrhea,Hepatobiliary disorders,No,Severe,345,41,43,11.88,Yes,Safety concerns,13,190,Yes,Yes,Dose reduction,13,30
NCT24499308,Panitumumab,Anti-EGFR,Non-Hodgkin Lymphoma,Phase 3,402,Arthralgia,Hepatobiliary disorders,No,Mild,402,102,105,25.37,No,,2,130,Yes,No,Discontinuation,16,23
NCT65946857,Panitumumab,Anti-EGFR,Colorectal Cancer,Phase 1,130,Hyperthyroidism,Hepatobiliary disorders,Yes,Moderate,130,19,24,14.62,Yes,Competition,14,54,No,Yes,Treatment interruption,29,82
NCT70920841,Panitumumab,Anti-EGFR,Lung Cancer,Phase 1,492,Diarrhea,Skin disorders,No,Severe,492,65,67,13.21,No,,17,207,Yes,Yes,Discontinuation,8,9
NCT23608823,Panitumumab,Anti-EGFR,Lung Cancer,Phase 1,140,Fatigue,General disorders,No,Severe,140,37,42,26.43,No,,7,161,Yes,No,Dose reduction,23,1
NCT72464738,Panitumumab,Anti-EGFR,Lung Cancer,Phase 2,247,Thrombocytopenia,Blood disorders,No,Moderate,247,17,20,6.88,No,,3,224,Yes,Yes,Treatment interruption,25,7
NCT90931514,Panitumumab,Anti-EGFR,Non-Hodgkin Lymphoma,Phase 4,283,Anemia,Endocrine disorders,No,Mild,283,61,62,21.55,No,,3,218,Yes,No,Supportive care,26,10
NCT60093626,Panitumumab,Anti-EGFR,Multiple Myeloma,Phase 3,433,Arthralgia,Hepatobiliary disorders,Yes,Mild,433,68,73,15.7,No,,9,182,Yes,Yes,Supportive care,13,87
NCT26967314,Panitumumab,Anti-EGFR,Melanoma,Phase 1,136,Hyperthyroidism,Musculoskeletal disorders,Yes,Severe,136,1,6,0.74,Yes,Competition,14,174,No,No,Dose reduction,14,21
NCT95441107,Necitumumab,Anti-EGFR,Multiple Sclerosis,Phase 2,35,Neutropenia,Musculoskeletal disorders,No,Severe,35,2,7,5.71,No,,20,104,No,Yes,Treatment interruption,2,26
NCT55322371,Necitumumab,Anti-EGFR,Melanoma,Phase 4,170,Fatigue,Gastrointestinal disorders,No,Mild,170,20,20,11.76,No,,17,356,Yes,Yes,Treatment interruption,11,41
NCT69587290,Necitumumab,Anti-EGFR,Colorectal Cancer,Phase 3,112,Hypothyroidism,Respiratory disorders,No,Mild,112,30,31,26.79,No,,3,364,Yes,No,Discontinuation,1,23
NCT80896824,Necitumumab,Anti-EGFR,Multiple Myeloma,Phase 2,471,Diarrhea,Musculoskeletal disorders,No,Mild,471,84,87,17.83,No,,10,183,Yes,No,Treatment interruption,15,39
NCT56325529,Necitumumab,Anti-EGFR,Multiple Myeloma,Phase 4,348,Arthralgia,Cardiac disorders,Yes,Severe,348,54,57,15.52,Yes,Regulatory issues,7,264,No,Yes,Dose reduction,11,32
NCT72802654,Necitumumab,Anti-EGFR,Lung Cancer,Phase 2,41,Anemia,Gastrointestinal disorders,Yes,Moderate,41,5,7,12.2,No,,14,340,Yes,Yes,Discontinuation,26,6
NCT30515817,Necitumumab,Anti-EGFR,Rheumatoid Arthritis,Phase 3,236,Fatigue,Skin disorders,No,Moderate,236,64,64,27.12,Yes,Regulatory issues,6,295,No,Yes,Supportive care,18,19
NCT77103602,Necitumumab,Anti-EGFR,Rheumatoid Arthritis,Phase 3,268,Rash,Endocrine disorders,No,Severe,268,65,67,24.25,No,,12,104,No,Yes,Dose reduction,8,12
NCT20996181,Necitumumab,Anti-EGFR,Colorectal Cancer,Phase 2,67,Fatigue,Gastrointestinal disorders,No,Mild,67,14,15,20.9,No,,12,52,Yes,No,Discontinuation,16,23
NCT61037407,Necitumumab,Anti-EGFR,Lung Cancer,Phase 4,196,Pneumonitis,Respiratory disorders,No,Severe,196,7,10,3.57,No,,6,99,No,No,Supportive care,14,74
NCT31643152,Necitumumab,Anti-EGFR,Rheumatoid Arthritis,Phase 3,125,Diarrhea,Blood disorders,No,Mild,125,6,11,4.8,No,,9,313,Yes,No,Treatment interruption,23,30
NCT61111678,Necitumumab,Anti-EGFR,Non-Hodgkin Lymphoma,Phase 2,449,Hypothyroidism,Skin disorders,No,Moderate,449,21,23,4.68,No,,20,83,Yes,Yes,Treatment interruption,5,7
NCT97833409,Necitumumab,Anti-EGFR,Multiple Myeloma,Phase 2,68,Pneumonitis,Blood disorders,No,Mild,68,2,6,2.94,No,,1,272,No,Yes,Treatment interruption,8,14
NCT98714884,Necitumumab,Anti-EGFR,Multiple Myeloma,Phase 1,381,Cardiotoxicity,Musculoskeletal disorders,No,Mild,381,102,105,26.77,No,,19,190,Yes,No,Supportive care,5,57
NCT33550902,Necitumumab,Anti-EGFR,Breast Cancer,Phase 1,373,Nausea,General disorders,Yes,Severe,373,64,67,17.16,Yes,Regulatory issues,4,347,Yes,No,Discontinuation,4,24
NCT59496881,Necitumumab,Anti-EGFR,Lung Cancer,Phase 3,70,Pneumonitis,Gastrointestinal disorders,No,Moderate,70,5,9,7.14,No,,14,147,No,No,Treatment interruption,17,28
NCT74825378,Necitumumab,Anti-EGFR,Multiple Sclerosis,Phase 1,204,Nausea,Cardiac disorders,No,Moderate,204,9,13,4.41,No,,17,296,No,No,Dose reduction,22,73
NCT36505541,Necitumumab,Anti-EGFR,Colorectal Cancer,Phase 3,184,Anemia,General disorders,No,Mild,184,16,21,8.7,No,,12,254,Yes,Yes,Supportive care,2,40
NCT49022010,Necitumumab,Anti-EGFR,Multiple Myeloma,Phase 1,237,Anemia,Endocrine disorders,No,Mild,237,10,14,4.22,No,,14,363,No,No,Treatment interruption,10,28
NCT92551895,Necitumumab,Anti-EGFR,Lung Cancer,Phase 1,178,Infusion-related reaction,Respiratory disorders,No,Moderate,178,3,3,1.69,No,,12,220,No,No,Supportive care,25,73
